excise_tax_nbr,major,minor,sale_date,sale_month,sale_year,sale_price,year_built,year_renovated,lon,lat
2924120,10454,710,2018-04-04,4,2018,340000,1986,0,-122.3598445,47.3110082
2966355,236680,70,2018-12-12,12,2018,264000,1954,0,-122.2359095,47.267718
2957405,263690,26,2018-10-12,10,2018,430000,1963,0,-122.2982568,47.7758188
2925853,501600,745,2018-04-18,4,2018,604950,1918,0,-122.2964401,47.6218754
2953263,869910,186,2018-09-12,9,2018,272200,1913,0,-122.2207058,47.3054369
2912008,386040,185,2018-01-16,1,2018,1460000,1964,0,-122.2005002,47.5914332
2961571,549440,40,2018-11-01,11,2018,3425000,1979,0,-122.2145282,47.6079168
2951411,144280,550,2018-08-15,8,2018,300000,1982,0,-122.0565819,47.37394
2926017,32606,9078,2018-04-16,4,2018,660000,1965,0,-122.0212586,47.7688143
2956734,645030,3135,2018-10-03,10,2018,599500,1949,1960,-122.336136,47.7314502
2965128,271660,65,2018-11-19,11,2018,1125000,1930,0,-122.384713,47.54128129999999
2954775,530910,1505,2018-09-25,9,2018,750000,1925,0,-122.3691106,47.67617490000001
2919565,785540,650,2018-03-13,3,2018,2700000,1963,0,-122.1543117,47.5680609
2958272,671370,65,2018-10-16,10,2018,762500,1954,0,-122.3526976,47.7623243
2953436,337000,20,2018-09-19,9,2018,432000,1982,0,-122.0647454,47.35724889999999
2927653,289555,130,2018-04-18,4,2018,385000,2e3,0,-122.2676105,47.3299526
2954802,305680,160,2018-09-25,9,2018,540000,2005,0,-122.1279438,47.48290530000001
2969383,212607,9096,2018-12-31,12,2018,549950,1992,0,-121.9198751,47.7236719
2967920,558990,400,2018-12-14,12,2018,522498,1951,0,-122.3021389,47.7501389
2957085,289631,90,2018-09-11,9,2018,755000,1997,0,-122.0283678,47.3419682
2942945,252603,9183,2018-07-20,7,2018,1500000,1965,0,-122.3736169,47.7180774
2954474,881540,980,2018-09-10,9,2018,885000,1927,0,-122.2883022,47.67330159999999
2926770,768380,98,2018-04-24,4,2018,329950,1960,0,-122.3044916,47.3353647
2930632,750380,260,2018-05-15,5,2018,615000,2008,0,-122.3572879,47.2953876
2944697,148930,110,2018-07-27,7,2018,2500000,2006,0,-122.206974,47.684021
2960107,176130,20,2018-10-26,10,2018,395000,1975,0,-122.1754673,47.39681950000001
2942681,808540,436,2018-07-16,7,2018,2980000,2008,0,-122.2087367,47.6349603
2913422,812770,395,2018-01-31,1,2018,650000,1928,0,-122.3966278,47.6429495
2955858,558930,110,2018-09-19,9,2018,670000,1952,0,-122.3101958,47.7537732
2922500,926280,195,2018-03-31,3,2018,132500,1930,0,-122.27023,47.3113013
2916763,614560,1105,2018-02-16,2,2018,635000,1942,0,-122.3542248,47.703822
2954981,691810,190,2018-09-21,9,2018,495000,1988,0,-122.314199,47.369824
2950559,515320,205,2018-08-28,8,2018,334500,1958,0,-122.3509569,47.3322914
2955844,177550,360,2018-10-01,10,2018,1000000,1976,0,-122.0849769,47.7419522
2912789,182230,90,2018-01-23,1,2018,450000,1947,0,-122.3041492,47.5885533
2920706,426570,65,2018-03-20,3,2018,329000,1929,2018,-122.2685555,47.52206049999999
2968703,132834,620,2018-12-14,12,2018,465000,1983,0,-122.137799,47.443312
2964305,524980,4023,2018-11-26,11,2018,690000,1948,1990,-122.2697047,47.5575603
2945133,161250,3,2018-07-02,7,2018,299000,1906,1938,-122.2277277,47.3864254
2936237,342204,9043,2018-06-13,6,2018,603000,1953,0,-122.2833364,47.3503721
2942741,867730,460,2018-07-18,7,2018,910000,1983,0,-122.018948,47.6141883
2936247,643150,191,2018-06-11,6,2018,770000,1916,1979,-122.3509519,47.6937778
2937850,541610,90,2018-06-20,6,2018,410000,1999,0,-122.0137352,47.1899587
2965281,894641,310,2018-12-05,12,2018,523000,2003,0,-122.1618092,47.4934598
2932152,359250,835,2018-05-21,5,2018,2000000,1913,0,-122.3024541,47.63338359999999
2943805,516200,10,2018-07-06,7,2018,440000,1977,0,-122.3157818,47.33921429999999
2955015,714740,35,2018-09-25,9,2018,340000,1955,0,-122.2855847,47.4449552
2964751,327860,2840,2018-11-27,11,2018,532500,2006,0,-122.3703742,47.5474773
2967230,405940,310,2018-12-18,12,2018,305000,1945,0,-122.2442907,47.5027502
2924668,417460,374,2018-04-01,4,2018,750000,1953,0,-122.300821,47.5540966
2936053,537980,5900,2018-06-11,6,2018,397000,1963,0,-122.281535,47.4463577
2913999,891400,35,2018-02-05,2,2018,418608,1950,0,-122.2277631,47.3758105
2951771,555630,55,2018-08-27,8,2018,1235000,2003,0,-122.1175178,47.6517529
2964780,372680,185,2018-11-29,11,2018,445000,1918,0,-122.3093777,47.5724521
2949600,282204,9164,2018-07-18,7,2018,240000,1955,0,-122.2921957,47.36589379999999
2955757,754730,860,2018-09-28,9,2018,525000,1918,0,-122.3562299,47.56845329999999
2950827,156400,740,2018-08-20,8,2018,1180000,2003,0,-122.1562584,47.5351435
2942801,546631,60,2018-07-16,7,2018,255000,1983,0,-122.1486289,47.376834
2923696,124670,72,2018-04-06,4,2018,552000,1968,0,-122.1620917,47.6959835
2950671,294600,720,2018-08-14,8,2018,374000,1965,0,-122.3222257,47.4220251
2964359,779645,120,2018-11-28,11,2018,475000,2003,0,-122.3475757,47.2787137
2961980,5900,445,2018-11-12,11,2018,1165000,1940,0,-122.4018162,47.5784504
2923361,540650,70,2018-04-02,4,2018,800000,1999,0,-122.037438,47.598927
2931327,248370,25,2018-05-17,5,2018,1275000,1952,0,-122.3849787,47.5224682
2962956,73300,205,2018-11-19,11,2018,379000,1920,0,-122.2856132,47.5000571
2947957,132171,370,2018-08-16,8,2018,330000,1990,0,-122.3471726,47.2932198
2923068,212206,9061,2018-04-02,4,2018,420000,1961,0,-122.0493747,47.3794373
2936926,145410,227,2018-06-12,6,2018,746000,1997,0,-122.2877123,47.7213269
2925763,607180,170,2018-04-16,4,2018,890000,1962,0,-122.1744778,47.5475852
2926033,25540,70,2018-04-17,4,2018,1305000,2001,0,-122.0221529,47.603934
2955336,722850,390,2018-09-25,9,2018,634000,1902,0,-122.3030624,47.6110984
2925871,784420,330,2018-04-11,4,2018,833300,1962,0,-122.2873532,47.4295987
2937630,750401,820,2018-06-13,6,2018,960000,1976,0,-122.0622702,47.6402617
2949391,403800,160,2018-08-21,8,2018,703000,1959,0,-122.1229219,47.6125598
2935549,247292,620,2018-05-30,5,2018,624500,1987,0,-122.1507214,47.4385218
2942319,162405,9338,2018-07-16,7,2018,1555000,2e3,0,-122.1657588,47.5628319
2957904,666685,60,2018-10-12,10,2018,424000,1987,0,-122.2025952,47.4249892
2930475,270560,67,2018-05-02,5,2018,817000,2014,0,-122.3657714,47.6987079
2952966,12605,9119,2018-09-12,9,2018,510000,1993,0,-122.1152101,47.7669086
2938820,940700,720,2018-06-27,6,2018,313850,1972,2018,-121.7680795,47.4447646
2917750,112100,505,2018-02-28,2,2018,1300000,1929,2001,-122.3815584,47.54142239999999
2923554,140210,60,2018-04-04,4,2018,520000,1965,0,-122.149094,47.4420142
2930271,509550,110,2018-05-09,5,2018,431000,1967,0,-122.0662941,47.4716891
2954935,245840,355,2018-09-18,9,2018,559000,1961,0,-122.3723569,47.5105137
2933272,385690,560,2018-05-24,5,2018,1049000,1911,0,-122.3292544,47.67176569999999
2934443,41110,40,2018-06-06,6,2018,126967,1950,0,-122.3272807,47.7408826
2936512,206180,15,2018-06-07,6,2018,625000,1968,0,-122.2033571,47.7726105
2967441,364910,20,2018-12-13,12,2018,625000,1974,0,-122.2493809,47.739487
2967407,384070,608,2018-12-17,12,2018,820000,1976,0,-122.2337969,47.71434319999999
2968131,869150,350,2018-12-19,12,2018,565950,2004,0,-122.1146613,47.4388559
2952393,752510,160,2018-09-12,9,2018,580000,1968,0,-122.106015,47.633256
2934856,252302,9120,2018-05-08,5,2018,450000,1976,0,-122.483104,47.45561499999999
2950896,743150,362,2018-08-08,8,2018,1650000,1994,0,-122.0994348,47.61926880000001
2969409,142390,780,2018-12-28,12,2018,365000,1967,0,-122.1760453,47.4535397
2968958,785325,210,2018-12-27,12,2018,775000,2005,0,-121.8793604,47.5376074
2932464,277060,4104,2018-05-24,5,2018,840000,2007,0,-122.3743269,47.641944
2960557,894530,260,2018-10-09,10,2018,285000,1963,0,-122.3695454,47.3054328
2930783,745400,250,2018-05-07,5,2018,440000,1942,0,-122.376442,47.5162769
2937139,82206,9098,2018-06-13,6,2018,815000,1992,0,-122.0616454,47.4106231
2950940,630050,210,2018-08-27,8,2018,650000,1926,0,-122.3423605,47.7040357
2923521,401320,135,2018-04-03,4,2018,425000,1959,0,-122.2891434,47.3262811
2936991,32105,9018,2018-06-13,6,2018,435000,1933,0,-122.148125,47.3356319
2949144,405940,715,2018-08-10,8,2018,407700,1944,0,-122.2417625,47.49945690000001
2923506,82407,9068,2018-03-22,3,2018,10,1985,0,-121.9365557,47.5818267
2966042,809168,70,2018-12-10,12,2018,410000,1995,0,-122.0400297,47.34864229999999
2931320,177628,250,2018-05-07,5,2018,568969,2018,0,-121.7709656,47.48992370000001
2952911,133780,985,2018-09-17,9,2018,1330500,1905,0,-122.3102321,47.6311031
2940395,220050,445,2018-07-02,7,2018,725000,1954,0,-122.1417873,47.5743089
2924099,785324,480,2018-04-03,4,2018,880000,2005,0,-121.8613041,47.5415062
2926467,865140,110,2018-04-19,4,2018,270000,1969,0,-122.0845148,47.3597919
2965813,407780,108,2018-12-05,12,2018,785000,1951,0,-122.2769547,47.707173
2966515,761410,30,2018-12-12,12,2018,350000,1981,0,-122.1488975,47.3555605
2943917,666120,430,2018-07-21,7,2018,350000,1996,0,-122.0379788,47.3846077
2953642,812770,255,2018-09-19,9,2018,1415000,1991,0,-122.3952579,47.641985
2961373,367940,1050,2018-10-31,10,2018,539950,1940,0,-122.314519,47.5632521
2936643,680220,230,2018-06-13,6,2018,334950,1991,0,-121.9862565,47.1955538
2931361,407780,535,2018-05-15,5,2018,721000,1918,0,-122.2884741,47.70916700000001
2963464,329860,610,2018-11-26,11,2018,380500,1977,0,-122.1620862,47.2974318
2942478,259740,180,2018-07-12,7,2018,999000,1986,0,-122.2828709,47.7760633
2929388,683782,380,2018-05-04,5,2018,485000,1991,0,-122.3438135,47.3093441
2958969,320480,310,2018-10-18,10,2018,605000,1968,0,-122.1784,47.5380712
2967057,137080,2620,2018-12-10,12,2018,965000,1941,0,-122.4033352,47.6383996
2943146,131180,530,2018-07-16,7,2018,300000,1967,0,-122.276047,47.33695849999999
2929617,330395,760,2018-05-03,5,2018,625000,1994,0,-122.0322875,47.3790248
2931953,334570,204,2018-05-22,5,2018,850000,1998,0,-122.1913304,47.5240693
2957010,332700,160,2018-09-24,9,2018,340000,1968,0,-122.1899965,47.3149492
2939084,318210,160,2018-06-25,6,2018,820000,1947,0,-122.2805648,47.67479789999999
2934508,62950,390,2018-05-25,5,2018,1000000,2003,0,-121.9971833,47.5825311
2924122,531510,279,2018-04-03,4,2018,1295000,1955,2e3,-122.2423422,47.5893763
2929824,375160,929,2018-05-08,5,2018,300000,1947,0,-122.2683853,47.2900639
2951678,928675,40,2018-08-27,8,2018,668000,1975,0,-122.2961652,47.7684908
2924565,86800,1985,2018-03-26,3,2018,1620000,1958,0,-122.3834067,47.7021591
2937120,405880,680,2018-06-13,6,2018,550000,1952,0,-122.240016,47.507274
2959691,776040,280,2018-10-25,10,2018,386000,1994,0,-122.0746975,47.3704705
2949035,211270,170,2018-08-17,8,2018,682000,1966,0,-122.3530566,47.533401
2938960,401930,735,2018-06-22,6,2018,690000,1954,0,-122.2885611,47.75723199999999
2935438,928890,90,2018-06-04,6,2018,1110000,1982,0,-122.1517249,47.6808571
2952478,756945,480,2018-09-04,9,2018,419900,2003,0,-122.1233029,47.36833679999999
2931768,571061,60,2018-05-18,5,2018,855000,1974,0,-122.0475834,47.5319282
2951499,292605,9286,2018-08-06,8,2018,1103100,2004,0,-122.1912121,47.704427
2966919,156210,240,2018-12-07,12,2018,840000,1964,0,-122.1401521,47.6221785
2935766,563450,72,2018-06-11,6,2018,535000,1955,0,-122.242114,47.75131469999999
2921802,278131,30,2018-03-27,3,2018,375500,1969,0,-122.0228687,47.1778779
2957255,85600,980,2018-10-11,10,2018,1925000,2004,0,-122.2128369,47.6905571
2950395,381470,630,2018-08-23,8,2018,475000,1985,0,-122.1746412,47.3748551
2937131,730890,695,2018-06-18,6,2018,980000,1947,0,-122.3568294,47.7174478
2957481,176130,460,2018-10-09,10,2018,386000,1975,0,-122.1748572,47.3966275
2967557,186200,90,2018-12-17,12,2018,892500,1988,0,-122.1118127,47.7155176
2933469,858540,100,2018-05-25,5,2018,675000,1950,0,-122.2885023,47.6789948
2953918,858190,320,2018-09-18,9,2018,424950,1985,0,-122.1844458,47.3947284
2931920,387401,780,2018-05-21,5,2018,499500,1987,0,-122.2826314,47.3458683
2942613,785700,4165,2018-07-12,7,2018,450000,1900,0,-122.2983885,47.5451992
2969149,335240,1905,2018-12-13,12,2018,500000,1965,2018,-122.2647344,47.4996543
2917154,245720,15,2018-02-27,2,2018,430000,1962,0,-122.1808377,47.4963291
2958410,123400,400,2018-10-12,10,2018,2275000,2002,0,-122.198874,47.6589403
2962427,510040,3139,2018-11-13,11,2018,1010000,1930,0,-122.3144269,47.6955559
2951603,806800,430,2018-09-03,9,2018,470000,1907,0,-122.2614828,47.5089242
2956710,184310,110,2018-10-01,10,2018,492000,1990,0,-122.1233526,47.37542639999999
2930906,342010,20,2018-05-17,5,2018,295000,1909,0,-122.2755229,47.5257495
2946204,353046,50,2018-07-26,7,2018,430000,1977,0,-122.3180199,47.3816576
2951115,357480,400,2018-08-29,8,2018,615000,1978,0,-122.223231,47.732445
2948369,721541,590,2018-08-14,8,2018,575000,1992,0,-122.075235,47.33085029999999
2951170,362350,457,2018-09-01,9,2018,2000000,1966,0,-122.2362332,47.57161
2946859,142380,150,2018-08-08,8,2018,422000,1965,0,-122.1817785,47.4556008
2942440,311990,150,2018-07-12,7,2018,425000,1976,0,-122.1913272,47.5024713
2966503,354600,690,2018-12-13,12,2018,368000,1986,0,-122.1741633,47.356493
2960533,306620,150,2018-10-23,10,2018,950000,1979,0,-122.1181267,47.6521187
2925572,661000,860,2018-04-16,4,2018,750000,1925,0,-122.3568187,47.6578575
2962402,436470,755,2018-11-06,11,2018,545000,1925,0,-122.3736488,47.52566650000001
2923481,259900,840,2018-04-04,4,2018,300000,1961,0,-122.1885273,47.2899059
2959787,563150,838,2018-10-12,10,2018,356000,1972,0,-122.2413527,47.7428026
2936006,768390,90,2018-06-11,6,2018,425000,1979,0,-122.3438873,47.2805584
2963369,807540,310,2018-11-14,11,2018,485000,1955,2016,-122.2823883,47.3896429
2933234,864150,200,2018-05-22,5,2018,775000,2005,0,-122.3048797,47.69538800000001
2925207,375060,7073,2018-04-17,4,2018,296000,1977,0,-122.2892468,47.2655979
2925826,947850,450,2018-04-18,4,2018,460000,2010,0,-122.1143001,47.3673668
2941793,603140,158,2018-06-27,6,2018,310000,1930,0,-122.3145772,47.487467
2919777,952810,1194,2018-03-13,3,2018,975000,1997,0,-122.3244771,47.6818427
2964267,804450,160,2018-11-27,11,2018,850000,1977,0,-122.1529922,47.6676178
2953122,31200,40,2018-09-12,9,2018,1295000,2018,0,-122.3946526,47.5576966
2964060,12405,9026,2018-11-20,11,2018,685000,1962,0,-122.1181149,47.589189
2952277,943011,170,2018-09-04,9,2018,1130000,1998,0,-122.1540716,47.6845329
2962524,982820,1875,2018-11-12,11,2018,570000,1902,1981,-122.2939293,47.614235
2960579,395650,100,2018-10-29,10,2018,605000,1996,0,-122.1916508,47.517119
2940522,727610,181,2018-07-02,7,2018,580000,1925,0,-122.3433489,47.76041860000001
2962161,357480,1350,2018-11-09,11,2018,635000,1987,0,-122.226578,47.7302738
2926697,231010,210,2018-04-09,4,2018,539900,2003,0,-122.04361659999999,47.3499412
2935711,113730,180,2018-06-04,6,2018,905000,1982,0,-122.090364,47.7392642
2929920,803990,215,2018-05-02,5,2018,392900,1967,0,-121.7839279,47.4869019
2923894,367050,590,2018-04-05,4,2018,505000,1947,0,-122.307929,47.7349577
2926123,940711,100,2018-04-12,4,2018,520000,1977,0,-121.764866,47.4471159
2918088,111850,90,2018-02-23,2,2018,1095000,1992,0,-122.0189018,47.6380449
2940758,199720,275,2018-07-02,7,2018,720000,1959,0,-122.3387553,47.6934939
2932067,292270,720,2018-05-16,5,2018,982000,1931,0,-122.3686079,47.68709459999999
2944191,307650,776,2018-07-26,7,2018,870000,1928,0,-122.3170498,47.5766122
2961694,778789,50,2018-11-08,11,2018,790000,2003,0,-122.1474798,47.48660049999999
2959168,605465,210,2018-10-23,10,2018,695000,1978,0,-122.0447458,47.6102529
2958715,219160,460,2018-10-22,10,2018,560000,2012,0,-122.2993739,47.28685489999999
2958976,952310,285,2018-10-18,10,2018,802000,1916,0,-122.3393866,47.6675869
2946851,45500,25,2018-08-01,8,2018,890000,1941,0,-122.3556842,47.6693514
2937635,152920,240,2018-06-20,6,2018,751500,1994,0,-122.1558723,47.73434839999999
2958336,868221,1120,2018-10-19,10,2018,630000,2002,0,-122.0211731,47.702862
2924437,259420,566,2018-04-11,4,2018,841000,1976,0,-122.3880474,47.5161549
2925438,52105,9098,2018-04-17,4,2018,580000,1985,0,-122.1941669,47.34243379999999
2928871,643050,280,2018-04-23,4,2018,960000,1915,0,-122.3535775,47.6893062
2964697,440120,90,2018-11-26,11,2018,1251000,1999,0,-122.1076804,47.6867071
2951701,331950,625,2018-08-07,8,2018,625000,1971,2014,-122.3113529,47.59969659999999
2928060,322305,9346,2018-04-24,4,2018,482000,1994,0,-122.1911813,47.4354737
2941313,329860,270,2018-06-28,6,2018,340000,1977,0,-122.1640759,47.2982531
2939856,155251,150,2018-06-28,6,2018,755000,1994,0,-122.1782934,47.7483361
2965880,614110,575,2018-11-15,11,2018,625000,1924,0,-122.3525755,47.7172024
2933393,808165,120,2018-05-25,5,2018,440000,1997,0,-122.0267218,47.3619251
2969937,512695,70,2018-12-17,12,2018,310000,1981,0,-122.1849752,47.4007374
2952660,287210,2195,2018-09-05,9,2018,1050000,1924,0,-122.3954371,47.679742
2941353,955802,50,2018-04-30,4,2018,662500,2002,0,-122.1203505,47.4475148
2933532,762870,276,2018-05-22,5,2018,825000,1917,0,-122.3714848,47.5700569
2924182,948570,135,2018-03-30,3,2018,510000,1924,0,-122.3621421,47.5271587
2951073,681360,532,2018-08-31,8,2018,460000,1943,0,-122.3299272,47.6884528
2959963,386144,100,2018-10-19,10,2018,339950,1988,0,-122.3033624,47.28049499999999
2935084,142340,180,2018-05-31,5,2018,414000,1958,0,-122.1808301,47.4581151
2927923,353042,155,2018-04-30,4,2018,259000,1972,0,-122.318519,47.380443
2931045,336240,1165,2018-05-09,5,2018,1027000,1904,0,-122.3491052,47.68124170000001
2936674,790538,790,2018-06-12,6,2018,750000,1974,0,-122.2138749,47.721108
2960169,356380,260,2018-10-25,10,2018,1198000,2002,0,-122.4677327,47.39443379999999
2951697,19650,110,2018-08-28,8,2018,455000,2004,0,-122.1975419,47.3683115
2966035,321110,670,2018-11-30,11,2018,439000,1981,0,-122.1629782,47.47833540000001
2965899,54600,425,2018-11-29,11,2018,859000,1939,0,-122.3797373,47.68988909999999
2937239,27200,300,2018-06-14,6,2018,685000,1998,0,-122.2987844,47.5881857
2954939,520181,270,2018-09-21,9,2018,460000,1996,0,-122.1673995,47.4030103
2956816,58200,55,2018-09-25,9,2018,889000,1951,0,-122.3939016,47.6535145
2960947,720300,705,2018-11-05,11,2018,410000,1972,0,-122.3171848,47.343626
2950090,265250,1800,2018-08-22,8,2018,1260000,1906,0,-122.3579899,47.6399599
2934034,336140,1740,2018-05-30,5,2018,334000,1959,0,-122.3150783,47.4975091
2941936,22605,9156,2018-07-12,7,2018,1400000,1993,0,-122.1283035,47.7702355
2925388,255430,90,2018-04-13,4,2018,751250,1965,0,-122.3170161,47.7662226
2941894,328830,50,2018-07-02,7,2018,760000,1969,0,-122.1813027,47.7342314
2954879,604640,670,2018-09-18,9,2018,590000,1985,0,-122.3461239,47.6915188
2968683,300,31,2018-12-20,12,2018,461000,2e3,0,-122.2701008,47.481403
2954119,160474,170,2018-09-18,9,2018,980000,2016,0,-122.1458697,47.4974695
2935588,885764,630,2018-06-05,6,2018,450000,2001,0,-122.0346931,47.389212
2932366,22304,9064,2018-05-25,5,2018,390000,1952,0,-122.253959,47.5062444
2929301,72605,9273,2018-05-06,5,2018,660000,1977,0,-122.2177762,47.7583078
2936863,785215,470,2018-06-11,6,2018,680000,2003,0,-121.8702089,47.53268689999999
2945629,374460,886,2018-07-30,7,2018,282000,1952,0,-122.3456864,47.4901194
2963180,382035,70,2018-11-14,11,2018,475000,1999,0,-121.9854841,47.7351428
2963769,287710,581,2018-11-14,11,2018,865000,1924,0,-122.357683,47.6772882
2933349,926493,190,2018-05-30,5,2018,412700,1985,0,-122.3482539,47.31139
2924891,728030,276,2018-04-09,4,2018,623000,1978,0,-122.3831352,47.7754031
2935349,807856,60,2018-06-06,6,2018,465000,1988,0,-122.172248,47.4037053
2967832,211572,390,2018-12-11,12,2018,370000,1986,0,-122.3931428,47.3201561
2960146,289100,700,2018-10-23,10,2018,310934,1968,0,-122.2062457,47.3249037
2956800,123100,359,2018-10-04,10,2018,505000,1978,0,-122.2672601,47.55580699999999
2953673,788360,7400,2018-09-13,9,2018,350000,1941,0,-122.3168629,47.527458
2950815,926495,500,2018-08-27,8,2018,425000,1988,0,-122.3488009,47.3073017
2958118,546675,270,2018-10-15,10,2018,375000,1985,0,-122.1572851,47.3593572
2930816,344800,805,2018-05-02,5,2018,500000,1947,0,-122.2953079,47.7154131
2967495,343850,2392,2018-12-17,12,2018,713500,2003,0,-122.3620058,47.539517
2927021,213800,130,2018-04-25,4,2018,535302,1962,0,-122.2173502,47.7619592
2941504,177550,90,2018-07-05,7,2018,800000,1958,0,-122.0824144,47.7454725
2910456,722200,382,2018-01-09,1,2018,390000,1925,0,-122.2128938,47.4616906
2960498,873198,2060,2018-10-30,10,2018,377000,1972,0,-122.3828187,47.3181823
2933210,734531,130,2018-05-22,5,2018,349950,1977,0,-122.2099601,47.2803319
2917106,630000,330,2018-02-27,2,2018,450666,1942,0,-122.3401912,47.7054138
2959343,119600,2945,2018-10-12,10,2018,775000,1991,0,-122.3405716,47.3383793
2953634,419180,10,2018-09-14,9,2018,774950,2005,0,-122.2338674,47.7614542
2958652,952660,330,2018-10-17,10,2018,1025000,2010,0,-122.1119012,47.7057254
2929163,736260,80,2018-04-26,4,2018,493500,1967,0,-122.1382848,47.5016776
2937861,514930,210,2018-06-22,6,2018,375000,1977,0,-122.355131,47.3270562
2953717,720227,740,2018-09-14,9,2018,935000,2001,0,-122.0370782,47.6879318
2923919,182205,9084,2018-04-06,4,2018,405000,1927,0,-122.2241634,47.3879708
2948627,771580,800,2018-08-07,8,2018,685000,1981,0,-122.0605163,47.6239667
2944083,386145,360,2018-07-13,7,2018,410000,1990,0,-122.300675,47.2837657
2951800,865150,1100,2018-08-30,8,2018,900000,1981,0,-122.0659001,47.6422079
2931364,42506,9036,2018-05-10,5,2018,1578675,2001,0,-122.0424449,47.67868730000001
2962848,51850,120,2018-11-12,11,2018,1195000,2011,0,-122.2027669,47.5310723
2966389,333050,1020,2018-12-11,12,2018,596400,2001,0,-122.2760978,47.5514033
2960020,111510,121,2018-10-25,10,2018,355000,1936,0,-122.325273,47.758501
2953472,940710,1080,2018-09-19,9,2018,489000,1979,0,-121.775125,47.44562699999999
2910111,539360,1204,2018-01-02,1,2018,738000,1962,0,-122.3039041,47.5826422
2960580,312507,9046,2018-10-22,10,2018,1150000,1996,0,-121.9671926,47.6140997
2932554,785530,370,2018-05-16,5,2018,1435000,1962,0,-122.1564373,47.5667333
2935528,947850,280,2018-06-05,6,2018,460000,2013,0,-122.117459,47.3673253
2952602,752410,130,2018-09-12,9,2018,336450,1967,0,-122.3160047,47.3677638
2941581,213301,320,2018-06-27,6,2018,565000,1989,0,-121.9678536,47.7299201
2935448,387890,605,2018-06-09,6,2018,625000,1954,0,-122.2502969,47.5076088
2944637,713790,610,2018-07-24,7,2018,340000,1981,0,-122.1725431,47.31788239999999
2929975,344800,1065,2018-05-08,5,2018,550000,1948,0,-122.2963152,47.7150616
2955149,177850,540,2018-09-27,9,2018,1050000,1910,0,-122.2861387,47.6197715
2961551,138510,90,2018-11-02,11,2018,2000000,1995,0,-122.081931,47.5884016
2935024,147157,410,2018-06-04,6,2018,915000,1994,0,-122.0248344,47.38642979999999
2929616,512630,860,2018-05-03,5,2018,830000,2005,0,-122.1378736,47.48453199999999
2944320,276960,2135,2018-07-18,7,2018,775000,1986,0,-122.3632993,47.67531899999999
2964971,763580,1152,2018-11-29,11,2018,649000,1937,0,-122.3636705,47.4715996
2951139,894430,760,2018-08-31,8,2018,225000,1967,0,-122.3679046,47.30518499999999
2964863,82007,9074,2018-11-30,11,2018,640000,1977,0,-121.9317046,47.2307779
2961736,793790,130,2018-11-01,11,2018,1193000,2004,0,-122.0958405,47.4278511
2948628,929085,930,2018-08-08,8,2018,1598800,1990,0,-122.0512206,47.6900717
2955608,750380,270,2018-10-02,10,2018,460000,2012,0,-122.3576524,47.2954427
2956348,366800,560,2018-10-01,10,2018,324950,1986,0,-122.1473809,47.2761244
2960129,212304,9533,2018-10-30,10,2018,410000,1932,0,-122.2982333,47.4727734
2956108,734500,220,2018-09-23,9,2018,269950,1968,0,-122.2071225,47.2777384
2947818,807836,250,2018-08-15,8,2018,890000,1990,0,-122.0209558,47.5702653
2948407,142320,30,2018-08-13,8,2018,416000,1957,2001,-122.1842777,47.4568211
2952348,794110,280,2018-08-30,8,2018,599950,1984,0,-122.20388,47.7153149
2951679,359860,57,2018-08-31,8,2018,343000,1953,0,-122.301514,47.47451479999999
2964332,781320,205,2018-11-28,11,2018,403000,1944,0,-122.2463446,47.4944633
2938725,168580,250,2018-06-20,6,2018,1235000,1995,0,-122.0527665,47.7294443
2960960,896020,600,2018-11-01,11,2018,400000,1975,0,-122.1766021,47.423521
2961106,947120,370,2018-10-31,10,2018,2975000,1936,0,-122.2609247,47.6696129
2950873,417460,23,2018-08-28,8,2018,750000,1993,0,-122.2999262,47.55997929999999
2920793,940711,1420,2018-03-16,3,2018,445000,1970,0,-121.770336,47.443742
2957060,172080,155,2018-10-10,10,2018,1500000,2006,0,-122.2026307,47.6695796
2955045,195470,385,2018-09-21,9,2018,3300000,1929,2015,-122.284343,47.617937
2927608,555731,280,2018-04-26,4,2018,371000,1986,0,-122.3469965,47.31851229999999
2933748,894360,1190,2018-05-17,5,2018,476000,2007,0,-122.1927037,47.4226379
2950010,113735,80,2018-08-28,8,2018,900439,2017,0,-121.8968099,47.6457851
2962078,282505,9255,2018-11-06,11,2018,1000000,1977,0,-122.1652841,47.6183753
2964890,339504,390,2018-11-21,11,2018,520000,2001,0,-122.2934468,47.5438576
2957594,731240,30,2018-10-08,10,2018,650000,1918,0,-122.3786631,47.5531154
2932794,289500,310,2018-05-25,5,2018,400000,1978,0,-122.2803601,47.38141940000001
2933248,79600,265,2018-05-24,5,2018,470000,1941,0,-122.333189,47.4991652
2917456,515160,175,2018-02-12,2,2018,465000,1956,0,-122.3212623,47.33488939999999
2952659,79700,100,2018-08-28,8,2018,380000,1962,0,-122.3222821,47.5036605
2933459,220670,380,2018-05-22,5,2018,735000,1955,0,-122.1391219,47.5645917
2950197,403950,850,2018-08-21,8,2018,725000,1961,0,-122.1263906,47.6061747
2920773,25980,460,2018-03-20,3,2018,801000,1966,0,-122.1187337,47.6298593
2963502,545110,340,2018-11-16,11,2018,1437000,1968,0,-122.2258619,47.5377148
2958307,413940,860,2018-10-11,10,2018,1105000,1992,0,-122.115693,47.5587648
